Japenese Together,Japanese,Ja to En
needed 6,needed ,needed
洗い物 6,洗い物 ,Washing dishes
ホーチミン 6,ホーチミン ,Ho Chi Minh City
賃 6,賃 ,Rent
鉢植え 6,鉢植え ,Potted plants
カニン 6,カニン ,Kanin
聖器 6,聖器 ,Sacred vessel
スラッグ 6,スラッグ ,Slug
ピンストライプ 6,ピンストライプ ,Pinstripe
レンテリア 6,レンテリア ,Renteria
追い抜 6,追い抜 ,Overtake
important 6,important ,important
グラーネ 6,グラーネ ,Grane
エクトプラズム 6,エクトプラズム ,Ectoplasm
なえ 6,なえ ,Nae
即応 6,即応 ,Immediate response
法制 6,法制 ,legal system
乳歯 6,乳歯 ,Baby teeth
門前 6,門前 ,In front of the gate
身寄り 6,身寄り ,relatives
コミュニスト 6,コミュニスト ,Communist
jpn 6,jpn ,jpn
医局 6,医局 ,Medical department
サンデー 6,サンデー ,Sunday
brac 6,brac ,brac
低級 6,低級 ,low grade
入団 6,入団 ,Joining
ウェストチェスター 6,ウェストチェスター ,Westchester
ノバスコシア 6,ノバスコシア ,Nova Scotia
ペッグ 6,ペッグ ,Peg
ジャケン 6,ジャケン ,Jaken
jingle 6,jingle ,jingle
うぉー 6,うぉー ,Wow
ｍｈｚ 6,ｍｈｚ ,mhz
魚座 6,魚座 ,Pisces
ブレイクス 6,ブレイクス ,Breaks
随意 6,随意 ,Voluntary
続出 6,続出 ,Continued
補謹 6,補謹 ,Compensation
keys 6,keys ,keys
くらわせ 6,くらわせ ,Conquer
うんじや 6,うんじや ,Unjiya
新約 6,新約 ,new testament
燃えさか 6,燃えさか ,Ember
抱き締め 6,抱き締め ,Hug
schwoat 6,schwoat ,Schwoat
極楽 6,極楽 ,Paradise
アーミッシュ 6,アーミッシュ ,Amish
カーサ 6,カーサ ,Casa
ぶち込め 6,ぶち込め ,Push it in
褒賞 6,褒賞 ,reward 
フール 6,フール ,Fool
耕作 6,耕作 ,cultivation
弾数 6,弾数 ,Ammo
夜更け 6,夜更け ,Late Night
藍間 6,藍間 ,Aima
diggity 6,diggity ,Diggity
縄ミ麦 6,縄ミ麦 ,Rope wheat
償還 6,償還 ,redemption
なになに 6,なになに ,What what
ネビル 6,ネビル ,Neville
バッ 6,バッ ,B
ラララ 6,ラララ ,Lalala
スマーフ 6,スマーフ ,Smurf
シューベルト 6,シューベルト ,Schubert
畜 6,畜 ,animal
ワラワラ 6,ワラワラ ,Walla Walla
ヴォン 6,ヴォン ,Vuong
scenes 6,scenes ,scenes
頼み込 6,頼み込 ,Request
シャール 6,シャール ,Shal
shore 6,shore ,Shore
今一 6,今一 ,Not quite yet
ちっこい 6,ちっこい ,Small
うあ 6,うあ ,Wow
壊疽 6,壊疽 ,Gangrene
帰属 6,帰属 ,Attribution
クラスメイト 6,クラスメイト ,Classmates
ヘルボーイ 6,ヘルボーイ ,Hellboy
考えなお 6,考えなお ,Think again
二人組 6,二人組 ,duo
えんま 6,えんま ,Enma
インターフェイス 6,インターフェイス ,Interface
言い表 6,言い表 ,Expression
赤目 6,赤目 ,Red Eye
防戦 6,防戦 ,Defensive
戦乱 6,戦乱 ,War
ビートルズ 6,ビートルズ ,the beatles 
against 6,against ,against
更年 6,更年 ,Menopause
生まれつ 6,生まれつ ,Born
エルゴス 6,エルゴス ,Ergos
ごり 6,ごり ,Gori
スカー 6,スカー ,Scar
ゴネ 6,ゴネ ,Gone
ラニスポート 6,ラニスポート ,Lannisport
ゾっ 6,ゾっ ,Creep
でぇ 6,でぇ ,Yeah
ロケータ 6,ロケータ ,Locator
ネッシー 6,ネッシー ,Nessie
ドハエリス 6,ドハエリス ,Dohaeris
本院 6,本院 ,Main hospital
そうじ 6,そうじ ,Cleaning
やめろ 6,やめろ ,Stop it
蒼白 6,蒼白 ,pallor
鷲甕 6,鷲甕 ,eagle jar
イバラ 6,イバラ ,Thorns
贈賄 6,贈賄 ,Bribery
へこま 6,へこま ,Depression
ガツンと 6,ガツンと ,With a bang
ドーニー 6,ドーニー ,Dorney
装え 6,装え ,Dress
stream 6,stream ,stream
デネ 6,デネ ,Dene
よろめ 6,よろめ ,Stagger
ひたひた 6,ひたひた ,Soaking
ウォルトン 6,ウォルトン ,Walton
ed 6,ed ,ed
しのげ 6,しのげ ,Survive
ムハマド 6,ムハマド ,Muhammad
突発 6,突発 ,Sudden
タグリオフェロ 6,タグリオフェロ ,Taglioferro
バミューダ 6,バミューダ ,Bermuda
デンタル 6,デンタル ,Dental
東棟 6,東棟 ,East Building
人件 6,人件 ,Personnel
成仏 6,成仏 ,Rest in peace
鼻骨 6,鼻骨 ,nasal bone
縄跳び 6,縄跳び ,Skipping rope
両眼 6,両眼 ,Both eyes
kv 6,kv ,kv
ベルゲン 6,ベルゲン ,Bergen
毒牙 6,毒牙 ,Poison fang
署言 6,署言 ,signature
ケヴァン 6,ケヴァン ,Kevan
安宿 6,安宿 ,Cheap accommodation
アルビオン 6,アルビオン ,Albion
ウィーク 6,ウィーク ,Week
天敵 6,天敵 ,natural enemy
serve 6,serve ,serve
イノベーション 6,イノベーション ,Innovation
くズォゝ 6,くズォゝ ,Damn it
退勤 6,退勤 ,leaving work 
ワイ 6,ワイ ,Wai
コナ 6,コナ ,Kona
匙ン 6,匙ン ,Spoon
煎茶 6,煎茶 ,Sencha
とっと 6,とっと ,Hurry up
リチャードソン 6,リチャードソン ,Richardson
mdma 6,mdma ,mdma
マウ 6,マウ ,Mau
酪農 6,酪農 ,Dairy Farming
お出ましか 6,お出ましか ,Are you coming?
エクハート 6,エクハート ,Eckhart
スパイウェア 6,スパイウェア ,Spyware
アーミン 6,アーミン ,Armin
もよう 6,もよう ,Pattern
コウロク 6,コウロク ,Calendar
燻製 6,燻製 ,Smoked
イエント 6,イエント ,Yent
三郎 6,三郎 ,Saburo
思わし 6,思わし ,I thought
立会 6,立会 ,Witness
羽音 6,羽音 ,Wings
ブローカ 6,ブローカ ,Broker
掌中 6,掌中 ,in the palm of your hand
cruise 6,cruise ,Cruise
誓い合 6,誓い合 ,Vows
静まり返 6,静まり返 ,Silence
神殺し 6,神殺し ,God Killer
暴風 6,暴風 ,storm
空き缶 6,空き缶 ,Empty cans
防疫 6,防疫 ,Epidemic prevention
あいて 6,あいて ,partner 
キニック 6,キニック ,Kinnick
惰性 6,惰性 ,inertia
バレンシア 6,バレンシア ,Valencia
コロッケ 6,コロッケ ,Croquette
アルカディ 6,アルカディ ,Arkady
危ぶ 6,危ぶ ,Danger
奪い合い 6,奪い合い ,Conflict
ファルマン 6,ファルマン ,Farman
ふだん 6,ふだん ,Usually
高鳴 6,高鳴 ,high-pitched sound
ｍｉｔ 6,ｍｉｔ ,MIT
バズズ 6,バズズ ,Buzzz
stoddard 6,stoddard ,stoddard
飼料 6,飼料 ,Feed
嘲 6,嘲 ,mockery
飾り立て 6,飾り立て ,Decoration
skin 6,skin ,skin
op 6,op ,op
gross 6,gross ,gross
下線 6,下線 ,underline
otherwise 6,otherwise ,otherwise
デコイ 6,デコイ ,Decoy
孟忍め 6,孟忍め ,Meng Nin
類人 6,類人 ,Similar people
闘カ 6,闘カ ,Fighting
フェミニスト 6,フェミニスト ,Feminist
ブリストル 6,ブリストル ,Bristol
ワァー 6,ワァー ,Wow!
身だしなみ 6,身だしなみ ,Appearance
写メ 6,写メ ,Photo
小部屋 6,小部屋 ,Small room
一所 6,一所 ,One place
無菌 6,無菌 ,sterile
アアー 6,アアー ,Ahh
冥界 6,冥界 ,underworld
フェンタニル 6,フェンタニル ,Fentanyl
ドキ 6,ドキ ,Heartbeat
鉱 6,鉱 ,Mine
アイゼンガルド 6,アイゼンガルド ,Isengard
持分 6,持分 ,Equity
イジワル 6,イジワル ,Meaningful
マリアーノ 6,マリアーノ ,Mariano
返り咲 6,返り咲 ,Comeback
アニ 6,アニ ,Ani
一身 6,一身 ,one person
ブランチャード 6,ブランチャード ,Blanchard
コキ 6,コキ ,KOKI
シューラー 6,シューラー ,Schuler
bc 6,bc ,b.c.
機嫌い 6,機嫌い ,Mood
ハラペーニョ 6,ハラペーニョ ,jalapeno pepper 
選り抜き 6,選り抜き ,Selection
夜驚 6,夜驚 ,night terror
たもと 6,たもと ,At the base
扁桃 6,扁桃 ,tonsils
コルチゾール 6,コルチゾール ,Cortisol
ahead 6,ahead ,ahead
マニアックス 6,マニアックス ,Maniacs
マツィンガ 6,マツィンガ ,Matzinga
サンパウロ 6,サンパウロ ,Sao Paulo
凝縮 6,凝縮 ,Condensation
礼節 6,礼節 ,Courtesy
engine 6,engine ,engine
ガルベストン 6,ガルベストン ,Galveston
edge 6,edge ,Edge
切実 6,切実 ,Earnest
yours 6,yours ,yours
sydney 6,sydney ,sydney
ロッコ 6,ロッコ ,Rocco
しつもん 6,しつもん ,Question 
薬学 6,薬学 ,Pharmacology
打ち首 6,打ち首 ,Beheading
奇抜 6,奇抜 ,Unusual
ブルペン 6,ブルペン ,Bullpen
マンク 6,マンク ,Mank
ドップラー 6,ドップラー ,Doppler
知りあい 6,知りあい ,Acquaintance
離ればなれ 6,離ればなれ ,Separated
バルサ 6,バルサ ,Barca
明敏 6,明敏 ,shrewdness
モチロン 6,モチロン ,Of course
自活 6,自活 ,Self-sufficiency
んち 6,んち ,N
カチッ 6,カチッ ,Click
っ早 6,っ早 ,So fast
しゆ 6,しゆ ,Shu
ゆうせ 6,ゆうせ ,Yuuse
less 6,less ,less
choose 6,choose ,choose
セスナ 6,セスナ ,Cessna
コリア 6,コリア ,Korea
昇天 6,昇天 ,Ascension
present 6,present ,present
かざ 6,かざ ,Wind
かつけ 6,かつけ ,Katsuke
罹筐 6,罹筐 ,morbidity
ほほほ 6,ほほほ ,Hahaha
下馬 6,下馬 ,dismounting
出遅れ 6,出遅れ ,Late start
スピードウェイ 6,スピードウェイ ,Speedway
wondering 6,wondering ,wondering
暴漢 6,暴漢 ,Thug
フェット 6,フェット ,Fett
榎戸 6,榎戸 ,Enokido
寝転 6,寝転 ,Lying down
猩猩 6,猩猩 ,apricot
ヌート 6,ヌート ,Nutt
寝取 6,寝取 ,Cuckold
ダビング 6,ダビング ,Dubbing
オーム 6,オーム ,Ohms
ミスメイ 6,ミスメイ ,Miss May
セオフィラス 6,セオフィラス ,Theophilus
仕切り直 6,仕切り直 ,Start over
ボールドウィン 6,ボールドウィン ,Baldwin
手軽 6,手軽 ,Easy
器械 6,器械 ,instrument
抱き 6,抱き ,Embrace
ユーユ 6,ユーユ ,Yuuyu
みその 6,みその ,Miso
憎み 6,憎み ,Hatred
生き急 6,生き急 ,Hurry
ノージ 6,ノージ ,Noji
扇世 6,扇世 ,Fan world
ポンチ 6,ポンチ ,Punch
修繕 6,修繕 ,Repair
茜昆 6,茜昆 ,Akane Kun
ぷり 6,ぷり ,Puri
巴ぇ 6,巴ぇ ,Tomoe
詩集 6,詩集 ,poetry collection
標語 6,標語 ,slogan
流域 6,流域 ,basin
ソラノ 6,ソラノ ,Solano
清々し 6,清々し ,Refreshing
レージン 6,レージン ,Resin
窮 6,窮 ,hardship
っ取 6,っ取 ,Take
合気 6,合気 ,Aikido
そつち 6,そつち ,Sotsuchi
ゴルーボフ 6,ゴルーボフ ,Golbov
舞駄 6,舞駄 ,Dancer
やせっぽち 6,やせっぽち ,Skinny
ただれ 6,ただれ ,Sores
デオドラント 6,デオドラント ,Deodorant
共食 6,共食 ,Eating together
苗鼻 6,苗鼻 ,Naehana
丸め込 6,丸め込 ,Rounding
ふー 6,ふー ,Phew.
ざらし 6,ざらし ,Dry
斑 6,斑 ,spots
リベリア 6,リベリア ,Liberia
謂れ 6,謂れ ,Origin
ゼリデス 6,ゼリデス ,Zerides
画鋲 6,画鋲 ,Pushpin
ハイゼンベルグ 6,ハイゼンベルグ ,Heisenberg
弾込め 6,弾込め ,Loaded
草の根 6,草の根 ,Grassroots
ひょっこり 6,ひょっこり ,Pop-up
ヒス 6,ヒス ,Hiss
ばくち 6,ばくち ,Gambling
カーターボー 6,カーターボー ,Carter Bow
はたら 6,はたら ,Work
ノロ 6,ノロ ,Noro
そなえ 6,そなえ ,Preparation
屁理屈 6,屁理屈 ,Sophistry
マーキン 6,マーキン ,Markin
シューター 6,シューター ,Shooter
陰毛 6,陰毛 ,pubic hair
ージム 6,ージム ,-Gym
トード 6,トード ,Toad
モーフィン 6,モーフィン ,Morphin'
record 6,record ,record
旧型 6,旧型 ,Old model
境地 6,境地 ,state
先史 6,先史 ,Prehistory
クラッパー 6,クラッパー ,Clapper
わずら 6,わずら ,Worried
感付 6,感付 ,Sensation
やっべ 6,やっべ ,Oh no!
図体 6,図体 ,Figure
洋弼 6,洋弼 ,Yosuke
ティスベ 6,ティスベ ,Tisbe
凍てつ 6,凍てつ ,Frozen
預から 6,預から ,From deposit
開門 6,開門 ,opening gate
ひな 6,ひな ,Hina
ぞくぞく 6,ぞくぞく ,Thrilling
ネイター 6,ネイター ,Noether
ちカ 6,ちカ ,Chika
発て 6,発て ,Depart
区切り 6,区切り ,Separator
斜路 6,斜路 ,slope
イカダ 6,イカダ ,Raft
ばかし 6,ばかし ,Bakashi
優越 6,優越 ,superiority
ペッケム 6,ペッケム ,Peckem
対気 6,対気 ,Air
謎解き 6,謎解き ,Puzzle solving
た闘 6,た闘 ,Fight
セーヌ 6,セーヌ ,Seine
サルバーティ 6,サルバーティ ,Salvati
職責 6,職責 ,Responsibility
仰々し 6,仰々し ,Ostentatious
堆肥 6,堆肥 ,Compost
矢じり 6,矢じり ,Arrowhead
アニーヨ 6,アニーヨ ,Anio
義雄 6,義雄 ,Yoshio
イリヤ 6,イリヤ ,Ilya
ニーチェ 6,ニーチェ ,Nietzsche
左下 6,左下 ,lower left 
待ちわび 6,待ちわび ,Waiting for
メーレ 6,メーレ ,Mere
パンテレイ 6,パンテレイ ,Pantelei
絵空事 6,絵空事 ,Fantasy
ヒイ 6,ヒイ ,Hii
三叉 6,三叉 ,Trident
ウィルコックス 6,ウィルコックス ,Wilcox
へーえ 6,へーえ ,Wow!
払いのけ 6,払いのけ ,Dispel
金ピカ 6,金ピカ ,Shiny gold
めげ 6,めげ ,Discouraged
先陣 6,先陣 ,Vanguard
ケイマン 6,ケイマン ,Cayman
御行 6,御行 ,Your line
余力 6,余力 ,Reserve capacity
ジェレマイア 6,ジェレマイア ,Jeremiah
寮母 6,寮母 ,Housemother
寄せ付け 6,寄せ付け ,Attack
gnic 6,gnic ,gnic
コレンジック 6,コレンジック ,Colensic
買春 6,買春 ,Prostitution
耽 6,耽 ,indulgence
吹っ 6,吹っ ,Blow
褻 6,褻 ,褻
中堅 6,中堅 ,Mid-level
ライヘン 6,ライヘン ,Reichen
コナン 6,コナン ,Conan
カボ 6,カボ ,Cabo
怪 6,怪 ,Mysterious
ベスタ 6,ベスタ ,Vesta
しずま 6,しずま ,Shizuma
誓雪ヱ 6,誓雪ヱ ,Seisetsue
フレンズ 6,フレンズ ,Friends
ガレー 6,ガレー ,Galley
更け 6,更け ,Change
どろどろ 6,どろどろ ,Muddy
まも 6,まも ,Protect
祭日 6,祭日 ,Holidays
ジャバディ 6,ジャバディ ,Javadi
得て 6,得て ,Get
アラジン 6,アラジン ,Aladdin
ひけらか 6,ひけらか ,Showy
原野 6,原野 ,wilderness
読み解 6,読み解 ,Interpretation
テディベア 6,テディベア ,teddy bear 
hide 6,hide ,hide
思いきり 6,思いきり ,With all my might
レナルド 6,レナルド ,Renaldo
リコール 6,リコール ,Recall
入り浸 6,入り浸 ,Frequent
汚泥 6,汚泥 ,Sludge
芳し 6,芳し ,Fragrance
りっこ 6,りっこ ,Rikko
ルター 6,ルター ,Luther
心象 6,心象 ,Impression
静養 6,静養 ,Rest
家訓 6,家訓 ,family precept
ひっかき傷 6,ひっかき傷 ,Scratches
イーナー 6,イーナー ,Yenar
やつね 6,やつね ,That guy
孫息子 6,孫息子 ,Grandson
キツツキ 6,キツツキ ,Woodpecker
啓蒙 6,啓蒙 ,Enlightenment
一美し 6,一美し ,Beautiful
カーマント 6,カーマント ,Carmant
透析 6,透析 ,dialysis
こわれ 6,こわれ ,Broken
同人 6,同人 ,Doujinshi
バンス 6,バンス ,Vance
覧 6,覧 ,List
バーナシー 6,バーナシー ,Bernascy
執り行 6,執り行 ,Enforcement
しなび 6,しなび ,Wither
病変 6,病変 ,Lesions
ビッドウェル 6,ビッドウェル ,Bidwell
ゴルディー 6,ゴルディー ,Goldie
向き合い 6,向き合い ,Confrontation
サルトリウス 6,サルトリウス ,Sartorius
柔 6,柔 ,Soft
クッソー 6,クッソー ,Damn it
バスケズ 6,バスケズ ,Vasquez
ならい 6,ならい ,Narai
スタイリッシュ 6,スタイリッシュ ,Stylish
ジェントルマン 6,ジェントルマン ,Gentleman
ズー 6,ズー ,Zoo
整脈 6,整脈 ,arrhythmia
狼娘 6,狼娘 ,wolf girl
倦怠 6,倦怠 ,fatigue
奮 6,奮 ,Strive
different 6,different ,different
ウニ 6,ウニ ,Sea urchin
つきあわせ 6,つきあわせ ,Matchmaking
除名 6,除名 ,Expulsion
箱入り 6,箱入り ,Boxed
洗い流せ 6,洗い流せ ,Wash it off
流派 6,流派 ,school
テーブルクロス 6,テーブルクロス ,Tablecloths
はっは 6,はっは ,Hahaha
クロンボ 6,クロンボ ,Kurombo
目先 6,目先 ,Immediate
握りつぶ 6,握りつぶ ,Crush
アップグレイド 6,アップグレイド ,Upgrade
キャブレター 6,キャブレター ,Carburetor
木立 6,木立 ,Grove
ブラディモア 6,ブラディモア ,Bloodymore
エプスタイン 6,エプスタイン ,Epstein
ちぎ 6,ちぎ ,Chigi
ハナル 6,ハナル ,Hanal
召し物 6,召し物 ,Food
シャイア 6,シャイア ,Shire
オスラー 6,オスラー ,Osler
本店 6,本店 ,Main store
実子 6,実子 ,Biological child
ナーム 6,ナーム ,Nahm
アンニョンハセヨ 6,アンニョンハセヨ ,Hello
逸話 6,逸話 ,Anecdote
追従 6,追従 ,Follow
チョングッ 6,チョングッ ,Cheonggook
うだ 6,うだ ,Uda
クロスター 6,クロスター ,Kloster
チェリ 6,チェリ ,Cherry
ロムルス 6,ロムルス ,Romulus
引っ張り出 6,引っ張り出 ,Pull out
大局 6,大局 ,big picture
我国 6,我国 ,My country
暑笥 6,暑笥 ,heat sink
童壷 6,童壷 ,nursery pot
エチル 6,エチル ,Ethyl
訴状 6,訴状 ,Complaint
れえの 6,れえの ,Reeno
刈り 6,刈り ,Mowing
ひょうきん 6,ひょうきん ,Funny
小路 6,小路 ,alley
サール 6,サール ,Sarre
park 6,park ,park
焉言 6,焉言 ,nonsense
拍 6,拍 ,beat
カーナビ 6,カーナビ ,Car navigation system
輪っか 6,輪っか ,Ring
先天 6,先天 ,congenital
様相 6,様相 ,phase 
タイピスト 6,タイピスト ,Typist
肉眼 6,肉眼 ,naked eye
マリアム 6,マリアム ,Mariam
マニラ 6,マニラ ,Manila
清浄 6,清浄 ,Purification
ナビゲーター 6,ナビゲーター ,Navigator
ギムリ 6,ギムリ ,Gimli
東山 6,東山 ,Higashiyama
favorite 6,favorite ,favorite
ウェルス 6,ウェルス ,Wealth
sms 6,sms ,SMS 
クリ 6,クリ ,Chestnut
nfl 6,nfl ,nfl
パーデンツ 6,パーデンツ ,Parents
クチ 6,クチ ,Mouth
かたじけな 6,かたじけな ,Thank you very much
漂着 6,漂着 ,Washed ashore
ライド 6,ライド ,Ride
ウォチット 6,ウォチット ,Watchit
バークリー 6,バークリー ,Berkeley
クラバー 6,クラバー ,Clubber
コモドール 6,コモドール ,Commodore
内視 6,内視 ,Endoscopy
エヌ 6,エヌ ,N
生皮 6,生皮 ,rawhide
高架 6,高架 ,elevated
ザーノス 6,ザーノス ,Zanos
ノイマン 6,ノイマン ,Neumann
象形 6,象形 ,hieroglyph
イネ 6,イネ ,Rice
マグネット 6,マグネット ,Magnet
パフォーマー 6,パフォーマー ,Performer
判例 6,判例 ,Case Law
くもり 6,くもり ,Cloudy
むっつり 6,むっつり ,Moody
冤藝 6,冤藝 ,Forge
石碑 6,石碑 ,stone monument
あらー 6,あらー ,Oh!
黒衣 6,黒衣 ,Black Robe
磁器 6,磁器 ,Porcelain
寝首 6,寝首 ,sleeping neck
退頭 6,退頭 ,Retreat
重ん 6,重ん ,Weight
サルバドール 6,サルバドール ,Salvador
そそっかし 6,そそっかし ,Careless
力フ 6,力フ ,Power
方力 6,方力 ,direction force
壁旛 6,壁旛 ,Kabeban
仮病 6,仮病 ,Faking illness
のしもべ 6,のしもべ ,Servant
登り詰め 6,登り詰め ,Climbing
アーバー 6,アーバー ,Arbor
ジグザグ 6,ジグザグ ,Zigzag
ゲルマニア 6,ゲルマニア ,Germania
ああぁ 6,ああぁ ,Aaah
主退 6,主退 ,Main retreat
虫圭 6,虫圭 ,Kei Mushi
威信 6,威信 ,prestige
カーツウェル 6,カーツウェル ,Kurzweil
呑気 6,呑気 ,Carefree
キムチ 6,キムチ ,Kimchi
ブルータス 6,ブルータス ,Brutus
smile 6,smile ,smile
誘き寄せ 6,誘き寄せ ,Allure
胸椎 6,胸椎 ,thoracic vertebrae
王ヲ 6,王ヲ ,King
ベルヌーイ 6,ベルヌーイ ,Bernoulli
つう 6,つう ,expert 
米ソ 6,米ソ ,US-Soviet
こみ 6,こみ ,Komi
ごたごた 6,ごたごた ,Trouble
イヤホーン 6,イヤホーン ,Earphones
コナーズ 6,コナーズ ,Connors
才年 6,才年 ,age
まさかね 6,まさかね ,No way
エヴェリン 6,エヴェリン ,Evelyn
卑屈 6,卑屈 ,servile
ネゴシエーター 6,ネゴシエーター ,Negotiator
侮蔑 6,侮蔑 ,Contempt
絶交 6,絶交 ,Breaking ties
イゴ 6,イゴ ,Igo
フーバータス 6,フーバータス ,Hubertus
kilo 6,kilo ,kilo
セラミック 6,セラミック ,Ceramic
skype 6,skype ,Skype
れど 6,れど ,Redo
オムライス 6,オムライス ,Omelette rice
大出世 6,大出世 ,Great Success
総出 6,総出 ,All
退化 6,退化 ,degeneration
繰 6,繰 ,Repeat
イノセンス 6,イノセンス ,Innocence
整合 6,整合 ,alignment
フォークリフト 6,フォークリフト ,Forklift
軟 6,軟 ,Soft
り所 6,り所 ,Place of Origin
波ぁ 6,波ぁ ,Wave
オルテガ 6,オルテガ ,Ortega
僧院 6,僧院 ,Monastery
ベッカム 6,ベッカム ,Beckham
卻 6,卻 ,卻
一段 6,一段 ,One step
清々 6,清々 ,Refreshing
ヘー 6,ヘー ,Huh?
カバラ 6,カバラ ,Kabbalah
サルベージ 6,サルベージ ,Salvage
偶 6,偶 ,even
貸付 6,貸付 ,Loans
時効 6,時効 ,Statute of Limitations
まな 6,まな ,Mana
加 6,加 ,Canada
撃ちぬ 6,撃ちぬ ,Don't shoot
クチャ 6,クチャ ,Kucha
激減 6,激減 ,Sharp decrease
