Korean Together,Korean,Ko to En
반란군 21,반란군 ,Rebels
인도네시아 21,인도네시아 ,Indonesia
이러죠 21,이러죠 ,It's like this
의미하죠 21,의미하죠 ,It means
총격이 21,총격이 ,The shooting
올려야 21,올려야 ,I have to upload it
신만이 21,신만이 ,Only God
사랑하는데 21,사랑하는데 ,I love you
은밀하게 21,은밀하게 ,Secretly
목사님이 21,목사님이 ,The pastor
방법밖에 21,방법밖에 ,There is no other way
자료가 21,자료가 ,The data
웬일이에요 21,웬일이에요 ,What's going on?
입술에 21,입술에 ,On the lips
되려나 21,되려나 ,Maybe
키우지 21,키우지 ,Raise
순찰을 21,순찰을 ,Patrol
원하든 21,원하든 ,If you want
해도요 21,해도요 ,Even if I do it
화나면 21,화나면 ,When you get angry
겁쟁아 21,겁쟁아 ,Coward
정리하는 21,정리하는 ,Organizing
벗어봐 21,벗어봐 ,Take it off
두세 21,두세 ,Two or three
머물러야 21,머물러야 ,Have to stay
바랄게 21,바랄게 ,I hope so
빠졌죠 21,빠졌죠 ,It's gone
실망시켰어 21,실망시켰어 ,I let you down
너한테만 21,너한테만 ,Only for you
호출한 21,호출한 ,Called
가지요 21,가지요 ,Go
보호막을 21,보호막을 ,A protective shield
고아가 21,고아가 ,Orphan
신념 21,신념 ,Belief
면상을 21,면상을 ,Face
들었잖아요 21,들었잖아요 ,You heard me
만들어내는 21,만들어내는 ,Making
파초 21,파초 ,Grasshopper
하구나 21,하구나 ,"Oh, I see"
있다더군 21,있다더군 ,I heard there is
제시는 21,제시는 ,Jessie is
대통령님을 21,대통령님을 ,Mr. President
엄마들 21,엄마들 ,Moms
당해서 21,당해서 ,Because of that
닫았어요 21,닫았어요 ,It's closed
고속도로를 21,고속도로를 ,The highway
지적인 21,지적인 ,Intelligent
안토니우스를 21,안토니우스를 ,Antonius
비바 21,비바 ,Viva
외곽 21,외곽 ,Outskirts
있으시죠 21,있으시죠 ,Are you there?
속이려고 21,속이려고 ,To deceive
범인으로 21,범인으로 ,As a criminal
대안이 21,대안이 ,The alternative
거짓이 21,거짓이 ,Lies
여행에서 21,여행에서 ,On a trip
거스를 21,거스를 ,Goosebumps
프랑스는 21,프랑스는 ,France is
안나가 21,안나가 ,Anna is not leaving
경계선을 21,경계선을 ,The borderline
잡히고 21,잡히고 ,Got caught
데럴 21,데럴 ,Darrell
가지구 21,가지구 ,Eggplant
배신했다고 21,배신했다고 ,I betrayed you
의대를 21,의대를 ,Medical school
해리스가 21,해리스가 ,Harris
싸웠지 21,싸웠지 ,We fought
밴드는 21,밴드는 ,The band
남자친구랑 21,남자친구랑 ,With my boyfriend
속해 21,속해 ,Belong
말렴 21,말렴 ,Stop it
떨 21,떨 ,Shake
투자한 21,투자한 ,Invested in
생각했겠지 21,생각했겠지 ,You must have thought
스타일이야 21,스타일이야 ,It's a style
핀치 21,핀치 ,Pinch
낮음 21,낮음 ,Low
거대하고 21,거대하고 ,Huge and
선글라스 21,선글라스 ,Sunglasses
또래 21,또래 ,Peers
정면 21,정면 ,Front
싸요 21,싸요 ,It's cheap
정말이니 21,정말이니 ,Really?
겠구나 21,겠구나 ,I see
집행 21,집행 ,Execution
풀리면 21,풀리면 ,If it comes off
살아있잖아 21,살아있잖아 ,You're alive
가져라 21,가져라 ,Take it
mri를 21,mri를 ,mri
앞에서는 21,앞에서는 ,In front
공장을 21,공장을 ,The factory
이성애자 21,이성애자 ,Heterosexual
도와줘야겠어 21,도와줘야겠어 ,I need your help
연구하는 21,연구하는 ,Studying
화물은 21,화물은 ,The cargo is
쓰여진 21,쓰여진 ,Written
시작해도 21,시작해도 ,Even if I start
분리된 21,분리된 ,Separated
지우는 21,지우는 ,Erasing
가르치려고 21,가르치려고 ,To teach
갔을때 21,갔을때 ,When I went
먹인 21,먹인 ,fed
성관계를 21,성관계를 ,Have sex
멍청해서 21,멍청해서 ,Because I'm stupid
존중을 21,존중을 ,Respect
사랑했지 21,사랑했지 ,I loved you
찾아야해요 21,찾아야해요 ,I have to find it
겁주려고 21,겁주려고 ,To scare you
상관은 21,상관은 ,It doesn't matter
않다구요 21,않다구요 ,No
결혼했다고 21,결혼했다고 ,I got married
질투를 21,질투를 ,Jealousy
루저 21,루저 ,Loser
친군 21,친군 ,Friendly
순수하고 21,순수하고 ,Pure and
허리케인 21,허리케인 ,Hurricane
싶어한다고 21,싶어한다고 ,I want to
자제력을 21,자제력을 ,Self-control
수업도 21,수업도 ,Class too
말하겠어 21,말하겠어 ,I will tell you
팔머 21,팔머 ,Palmer
남편분의 21,남편분의 ,My husband's
복부를 21,복부를 ,The abdomen
예를들어 21,예를들어 ,for example 
죽었을때 21,죽었을때 ,When I died
일어납니다 21,일어납니다 ,It happens
애니멀리언이 21,애니멀리언이 ,Animalian
읽게 21,읽게 ,Read
관리할 21,관리할 ,To manage
이집트에 21,이집트에 ,In Egypt
찾고있어 21,찾고있어 ,I'm looking for
되십시오 21,되십시오 ,Become
무대가 21,무대가 ,The stage
상관없다고 21,상관없다고 ,It doesn't matter
본인도 21,본인도 ,Me too
쓰신 21,쓰신 ,Written by
외국에 21,외국에 ,In a foreign country
일이십니까 21,일이십니까 ,Are you working?
글고 21,글고 ,And
지구상에 21,지구상에 ,On Earth
누구였는지 21,누구였는지 ,Who was it
패들 21,패들 ,Paddle
알아보자 21,알아보자 ,Let's find out
만날거야 21,만날거야 ,I will meet you
디디 21,디디 ,Didi
가졌는지 21,가졌는지 ,Have you got it?
버림받은 21,버림받은 ,Abandoned
척추가 21,척추가 ,The spine
너무해 21,너무해 ,too bad 
피라미드 21,피라미드 ,pyramid
평판을 21,평판을 ,Reputation
지나갑시다 21,지나갑시다 ,Let's pass by
브레이크를 21,브레이크를 ,Break
인권 21,인권 ,Human Rights
형사는 21,형사는 ,The detective
버티는 21,버티는 ,Holding on
유닛 21,유닛 ,Unit
요전에 21,요전에 ,A while ago
호출하세요 21,호출하세요 ,Please call
위원회에서 21,위원회에서 ,In the committee
전략적 21,전략적 ,Strategic
차이점을 21,차이점을 ,The difference
던졌어 21,던졌어 ,I threw it
의학을 21,의학을 ,Medicine
패드 21,패드 ,Pad
그랑 21,그랑 ,Grand
공간도 21,공간도 ,Space too
대하고 21,대하고 ,Dealing with
쏟아져 21,쏟아져 ,Pouring out
11번 21,11번 ,Number 11
맞는다고 21,맞는다고 ,That's right
오펠리아 21,오펠리아 ,Ophelia
낳지 21,낳지 ,Don't give birth
바보짓 21,바보짓 ,Stupid thing
있었지요 21,있었지요 ,There was
지정된 21,지정된 ,Specified
제안에 21,제안에 ,In the proposal
정책을 21,정책을 ,The policy
명령도 21,명령도 ,Command too
영화배우 21,영화배우 ,Movie actor
로즈가 21,로즈가 ,Rose
싫다니까 21,싫다니까 ,I said I don't like it
경력은 21,경력은 ,Career is
분한테 21,분한테 ,To the person
4층 21,4층 ,4th floor
집이랑 21,집이랑 ,With the house
헛소리는 21,헛소리는 ,That's nonsense
답게 21,답게 ,Answer
여자라서 21,여자라서 ,Because I'm a woman
뚫는 21,뚫는 ,Piercing
친구라 21,친구라 ,Because we're friends
해냈네 21,해냈네 ,I did it
사랑하면 21,사랑하면 ,If you love
하게요 21,하게요 ,"Yes, I will"
나가길 21,나가길 ,Go out
썩게 21,썩게 ,Rotten
초대해서 21,초대해서 ,By invitation
생방송으로 21,생방송으로 ,On live broadcast
버크랑 21,버크랑 ,With burke
데에는 21,데에는 ,In the day
쥬디 21,쥬디 ,Judy
칸의 21,칸의 ,Khan's
몰리가 21,몰리가 ,Molly
아이죠 21,아이죠 ,I'm a kid
친구인데 21,친구인데 ,We're friends
안심해 21,안심해 ,Don't worry
평소대로 21,평소대로 ,As usual
사람한테서 21,사람한테서 ,From people
예정이다 21,예정이다 ,It is scheduled
정희 21,정희 ,Jeonghee
알아주길 21,알아주길 ,I hope you understand
봤겠지 21,봤겠지 ,You must have seen it
본의 21,본의 ,Intention
변호인 21,변호인 ,Attorney
걸렸습니다 21,걸렸습니다 ,It got caught
곰을 21,곰을 ,The bear
데려갈게요 21,데려갈게요 ,I'll take you
늦었습니다 21,늦었습니다 ,It's late
군의관 21,군의관 ,Military doctor
데릭과 21,데릭과 ,With Derek
누워요 21,누워요 ,Lie down
많은게 21,많은게 ,There are many
찌르는 21,찌르는 ,Stabbing
준비하지 21,준비하지 ,Not ready
않는단 21,않는단 ,I don't think so
웨스 21,웨스 ,Wes
해버려 21,해버려 ,Just do it
잠들기 21,잠들기 ,Fall asleep
프로스트 21,프로스트 ,Frost
벙커 21,벙커 ,Bunker
티파니 21,티파니 ,Tiffany
어떠십니까 21,어떠십니까 ,How are you?
고통에서 21,고통에서 ,In pain
원숭이를 21,원숭이를 ,The monkey
존재에 21,존재에 ,In existence
중요하고 21,중요하고 ,It's important
하룻밤을 21,하룻밤을 ,One night
걱정되서 21,걱정되서 ,I'm worried
초이 21,초이 ,Choi
보아라 21,보아라 ,Look
폴라 21,폴라 ,Polar
욕심이 21,욕심이 ,Greed
하시는데 21,하시는데 ,Are you doing it?
등장하는 21,등장하는 ,Appearing
있을래요 21,있을래요 ,I want to be there
랜디 21,랜디 ,Randy
안하려고 21,안하려고 ,I don't want to
달라져 21,달라져 ,Changed
둘러봐도 21,둘러봐도 ,Even if you look around
영향 21,영향 ,Influence
마술사 21,마술사 ,Magician
탔는데 21,탔는데 ,I rode it
꽂아 21,꽂아 ,Plug it in
맺는 21,맺는 ,tie
한다니까요 21,한다니까요 ,I said I would do it
작업에 21,작업에 ,At work
묶여서 21,묶여서 ,Tied up
증말 21,증말 ,Really
질러요 21,질러요 ,I'm going crazy
네빌 21,네빌 ,Neville
살고있는 21,살고있는 ,Living in
식으로는 21,식으로는 ,In this way
성문을 21,성문을 ,The gate
종이가 21,종이가 ,The paper
주지도 21,주지도 ,State map
영리해 21,영리해 ,Smart
연설이 21,연설이 ,The speech
모래가 21,모래가 ,The sand
부인이랑 21,부인이랑 ,With my wife
해서든 21,해서든 ,Anyway
우리딸 21,우리딸 ,Our daughter
서너 21,서너 ,Three or four
데드풀 21,데드풀 ,Deadpool
하는거니 21,하는거니 ,Are you doing it?
언젠데 21,언젠데 ,When
빚졌어 21,빚졌어 ,I owe you
짐승이야 21,짐승이야 ,It's a beast
딸들을 21,딸들을 ,My daughters
이르는 21,이르는 ,Leading
양수가 21,양수가 ,Positive
괜찮으시면 21,괜찮으시면 ,If you don't mind
적혈구 21,적혈구 ,Red blood cells
생각좀 21,생각좀 ,Think about it
가있어 21,가있어 ,I have
원자 21,원자 ,Atom
빼구요 21,빼구요 ,Except
문장을 21,문장을 ,A sentence
구두를 21,구두를 ,Shoes
약속했던 21,약속했던 ,As promised
니모 21,니모 ,Nemo
일부일 21,일부일 ,Some days
구해주세요 21,구해주세요 ,Please save me
모두에 21,모두에 ,To everyone
지붕으로 21,지붕으로 ,To the roof
사랑스럽고 21,사랑스럽고 ,Lovely and
메뉴 21,메뉴 ,menu 
사이트에서 21,사이트에서 ,On the site
슬픔이 21,슬픔이 ,Sadness
시작으로 21,시작으로 ,To begin with
계셨네요 21,계셨네요 ,You were there
연결되는 21,연결되는 ,Connected
메데인에 21,메데인에 ,In Medellin
원숭아 21,원숭아 ,monkey
말레피센트 21,말레피센트 ,Maleficent
태워버려 21,태워버려 ,Burn it
식료품 21,식료품 ,Groceries
알았다구요 21,알았다구요 ,"Okay, I got it."
가능성에 21,가능성에 ,In possibility
때문이잖아 21,때문이잖아 ,That's why
2011년 21,2011년 ,2011
퇴학 21,퇴학 ,Expulsion
챙겼어요 21,챙겼어요 ,I packed it
잘해줘 21,잘해줘 ,Do it well
보내신 21,보내신 ,Sent by
아닐지 21,아닐지 ,Maybe not
쪽의 21,쪽의 ,Side of
게임이나 21,게임이나 ,Games or
역사에서 21,역사에서 ,In history
기대되네요 21,기대되네요 ,I'm looking forward to it
돕기로 21,돕기로 ,To help
쪽지를 21,쪽지를 ,A note
키트 21,키트 ,Kit
스톡스 21,스톡스 ,Stocks
신뢰하는 21,신뢰하는 ,Trusted
남았다고 21,남았다고 ,I said there was something left
가능하다 21,가능하다 ,possible 
nzt가 21,nzt가 ,nzt
며칠은 21,며칠은 ,A few days
보고서가 21,보고서가 ,The report
웬일이니 21,웬일이니 ,What's going on?
마쇼 21,마쇼 ,Masho
휴대전화를 21,휴대전화를 ,Cell phone
여왕님이 21,여왕님이 ,The queen
보수는 21,보수는 ,The maintenance is
찾으실 21,찾으실 ,You will find
스페이스 21,스페이스 ,Space
수나 21,수나 ,Suna
책들을 21,책들을 ,The books
봐주면 21,봐주면 ,If you look at it
정책에 21,정책에 ,In the policy
남음 21,남음 ,Remaining
이러시는 21,이러시는 ,This is what it is like
나오려고 21,나오려고 ,To come out
않더라 21,않더라 ,Didn't
벙어리 21,벙어리 ,Mute
감은 21,감은 ,I feel
밝혔습니다 21,밝혔습니다 ,It was revealed
냈는데 21,냈는데 ,I paid it
안하잖아 21,안하잖아 ,I'm not doing it
얻었습니다 21,얻었습니다 ,I got it
엄마에요 21,엄마에요 ,It's mom
것만은 21,것만은 ,Just that
얘기하는거 21,얘기하는거 ,Talking about
아버지인 21,아버지인 ,Father
맹세하지 21,맹세하지 ,I swear
프라니 21,프라니 ,Frannie
깨어있는 21,깨어있는 ,Awake
들어와라 21,들어와라 ,Come in
아는구나 21,아는구나 ,I see
잃었는데 21,잃었는데 ,I lost it
끔찍하네요 21,끔찍하네요 ,It's terrible
처음도 21,처음도 ,The first time too
안테나 21,안테나 ,Antenna
실패하지 21,실패하지 ,Don't fail
뚱녀 21,뚱녀 ,Fat girl
발레 21,발레 ,Ballet
도와드려요 21,도와드려요 ,I will help you
페니를 21,페니를 ,Penny
스위치가 21,스위치가 ,The switch
믿잖아 21,믿잖아 ,I believe you
독감에 21,독감에 ,For the flu
묻는데 21,묻는데 ,I'm asking
이번은 21,이번은 ,This time
너무하네 21,너무하네 ,That's too much
화성은 21,화성은 ,Mars is
다리오 21,다리오 ,Dario
마취제 21,마취제 ,Anesthetic
착하기도 21,착하기도 ,Kind too
대부 21,대부 ,Godfather
유니콘 21,유니콘 ,Unicorn
접근하고 21,접근하고 ,Approach and
상세한 21,상세한 ,Detailed
너때문에 21,너때문에 ,Because of you
요점만 21,요점만 ,Just the point
가루가 21,가루가 ,Powder
마피아 21,마피아 ,Mafia
몬 21,몬 ,Mon
광산은 21,광산은 ,The mine is
취했을 21,취했을 ,Got drunk
피드백은 21,피드백은 ,Feedback is
신물이 21,신물이 ,New water
진동을 21,진동을 ,Vibration
심을 21,심을 ,To plant
메그 21,메그 ,Meg
끊어야겠어 21,끊어야겠어 ,I have to quit
키루밍이 21,키루밍이 ,Kirumingi
좋아서요 21,좋아서요 ,I like it
깨어나고 21,깨어나고 ,Wake up
편이지 21,편이지 ,It's convenient
돌아왔네요 21,돌아왔네요 ,I'm back
주셨죠 21,주셨죠 ,You gave it to me
언니하고 21,언니하고 ,With my sister
열흘 21,열흘 ,Ten days
선에서 21,선에서 ,On the line
거니깐 21,거니깐 ,That's why
충동을 21,충동을 ,Impulse
알파팀 21,알파팀 ,Alpha Team
역할에 21,역할에 ,In the role
말든지 21,말든지 ,Whatever
악마에게 21,악마에게 ,To the devil
호감을 21,호감을 ,I like it
그렇다니까요 21,그렇다니까요 ,That's what I'm saying
올려서 21,올려서 ,Upload it
가르쳐줄게 21,가르쳐줄게 ,I'll teach you
참을성이 21,참을성이 ,Patience
쉬도록 21,쉬도록 ,To rest
적지 21,적지 ,Less
고민하고 21,고민하고 ,I'm thinking about it
심오한 21,심오한 ,Profound
변호사에게 21,변호사에게 ,To the lawyer
도망자 21,도망자 ,The Fugitive
홀에서 21,홀에서 ,In the hall
약속대로 21,약속대로 ,As promised
많았습니다 21,많았습니다 ,There were many
확인해볼게요 21,확인해볼게요 ,I'll check it out
살인의 21,살인의 ,Murder of
환각이 21,환각이 ,Hallucination
서명이 21,서명이 ,The signature
신참 21,신참 ,Newbie
우편 21,우편 ,Postal
떨리는 21,떨리는 ,Trembling
도우면 21,도우면 ,If you help me
가루 21,가루 ,powder 
간단 21,간단 ,Simple
일거야 21,일거야 ,It's a job
멋있지 21,멋있지 ,It's cool
가버렸어요 21,가버렸어요 ,He's gone
카토우 21,카토우 ,Kato
계좌에 21,계좌에 ,In the account
조나스 21,조나스 ,Jonas
술집을 21,술집을 ,The bar
가겠죠 21,가겠죠 ,I guess I'll go
슬프다 21,슬프다 ,sad 
그레이브스 21,그레이브스 ,Graves
것일지도 21,것일지도 ,It might be
부르든 21,부르든 ,Call it
폰티액 21,폰티액 ,Pontiac
조절하는 21,조절하는 ,Regulating
선임 21,선임 ,Senior
때에요 21,때에요 ,It's time
못하나 21,못하나 ,Can't do it
맞거든 21,맞거든 ,That's right
돌아갑시다 21,돌아갑시다 ,Let's go back
그렇다고요 21,그렇다고요 ,"Yes, that's right"
토레스를 21,토레스를 ,Torres
작품의 21,작품의 ,The work's
하잖니 21,하잖니 ,I said so
점보 21,점보 ,Jumbo
기지에서 21,기지에서 ,At the base
그대여 21,그대여 ,You
똥이 21,똥이 ,Shit
11살 21,11살 ,11 years old
다녔는데 21,다녔는데 ,I went
굽는 21,굽는 ,Baking
난처한 21,난처한 ,Awkward
그날을 21,그날을 ,That day
당겨라 21,당겨라 ,Pull it
들어보면 21,들어보면 ,If you listen
몇명 21,몇명 ,How many people
알아줘 21,알아줘 ,Understand
끼어 21,끼어 ,Get stuck
레베카를 21,레베카를 ,Rebecca
거리입니다 21,거리입니다 ,It's a street
잤던 21,잤던 ,I slept
용서하고 21,용서하고 ,Forgive me
